Date,Block,Primary Type,Location Description,Arrest,Year
1/29/2018 17:45,030XX W 26TH ST,THEFT,DRUG STORE,True,2018
1/29/2018 8:45,013XX W FULTON ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/29/2018 18:51,0000X S STATE ST,THEFT,SMALL RETAIL STORE,False,2018
1/29/2018 17:00,018XX N LINCOLN AVE,THEFT,STREET,False,2018
1/29/2018 16:35,055XX W EDMUNDS ST,BURGLARY,RESIDENCE,False,2018
1/29/2018 18:21,036XX W WRIGHTWOOD AVE,ROBBERY,CONVENIENCE STORE,False,2018
1/29/2018 19:08,020XX N HARLEM AVE,BATTERY,APARTMENT,True,2018
1/30/2018 1:07,110XX S HALSTED ST,ROBBERY,OTHER,False,2018
1/29/2018 18:00,055XX N MANGO AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/30/2018 4:08,117XX S WALLACE ST,BATTERY,RESIDENCE,False,2018
1/29/2018 16:00,033XX S WESTERN AVE,THEFT,VEHICLE NON-COMMERCIAL,False,2018
1/30/2018 8:20,037XX W HURON ST,BATTERY,STREET,False,2018
1/30/2018 0:00,131XX S ST LAWRENCE AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/30/2018 7:14,016XX N MONITOR AVE,BATTERY,APARTMENT,False,2018
1/29/2018 12:15,029XX W BELMONT AVE,BATTERY,SMALL RETAIL STORE,False,2018
1/27/2018 7:00,009XX S AUSTIN BLVD,BATTERY,NURSING HOME/RETIREMENT HOME,False,2018
1/30/2018 11:43,012XX W 74TH ST,OTHER OFFENSE,RESIDENCE,True,2018
1/30/2018 8:35,053XX S LOOMIS BLVD,BATTERY,"SCHOOL, PUBLIC, GROUNDS",False,2018
1/30/2018 10:30,089XX S BUFFALO AVE,BATTERY,"SCHOOL, PUBLIC, BUILDING",False,2018
1/30/2018 13:15,034XX W DOUGLAS BLVD,BATTERY,"SCHOOL, PUBLIC, BUILDING",False,2018
1/18/2018 13:01,063XX S SACRAMENTO AVE,THEFT,RESIDENCE,False,2018
1/29/2018 22:30,066XX S CARPENTER ST,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),False,2018
1/29/2018 14:30,001XX W NORTH AVE,DECEPTIVE PRACTICE,RESTAURANT,False,2018
1/30/2018 18:33,026XX W LITHUANIAN PLAZA CT,ASSAULT,RESIDENCE,False,2018
1/30/2018 17:40,042XX S WASHTENAW AVE,WEAPONS VIOLATION,STREET,True,2018
1/30/2018 17:20,008XX E MIDWAY PLAISANCE,BATTERY,VEHICLE NON-COMMERCIAL,False,2018
1/23/2018 8:50,044XX N GREENVIEW AVE,THEFT,RESIDENTIAL YARD (FRONT/BACK),True,2018
1/28/2018 17:50,080XX S CICERO AVE,THEFT,VEHICLE NON-COMMERCIAL,False,2018
1/30/2018 19:04,071XX S JEFFERY BLVD,NARCOTICS,DRUG STORE,True,2018
1/30/2018 15:50,037XX W GRAND AVE,BATTERY,VACANT LOT/LAND,False,2018
1/30/2018 18:08,0000X W 103RD ST,WEAPONS VIOLATION,STREET,True,2018
1/30/2018 21:00,003XX S RICHMOND ST,CRIMINAL DAMAGE,STREET,False,2018
1/30/2018 22:29,023XX S KIRKLAND AVE,WEAPONS VIOLATION,ALLEY,True,2018
1/30/2018 23:06,053XX W CHICAGO AVE,BATTERY,APARTMENT,False,2018
1/30/2018 18:00,086XX S EXCHANGE AVE,CRIMINAL DAMAGE,RESIDENCE,False,2018
1/30/2018 21:30,009XX W LELAND AVE,THEFT,OTHER,False,2018
1/31/2018 6:55,090XX S CLYDE AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/30/2018 18:00,063XX N NORDICA AVE,CRIMINAL TRESPASS,STREET,False,2018
1/31/2018 7:30,034XX W MONTROSE AVE,CRIMINAL DAMAGE,SMALL RETAIL STORE,False,2018
1/31/2018 12:06,010XX N AVERS AVE,NARCOTICS,SIDEWALK,True,2018
1/31/2018 2:00,057XX N WESTERN AVE,BURGLARY,RESTAURANT,False,2018
1/30/2018 17:00,079XX S HONORE ST,THEFT,STREET,False,2018
1/25/2018 9:00,055XX S SAWYER AVE,MOTOR VEHICLE THEFT,STREET,False,2018
1/26/2018 23:00,073XX S STONY ISLAND AVE,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,2018
1/29/2018 10:00,053XX W MONROE ST,DECEPTIVE PRACTICE,RESIDENCE,False,2018
1/31/2018 16:00,093XX S ABERDEEN ST,OTHER OFFENSE,STREET,False,2018
1/30/2018 5:00,054XX S WENTWORTH AVE,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),False,2018
1/31/2018 18:20,015XX E 55TH ST,THEFT,SMALL RETAIL STORE,False,2018
1/31/2018 20:07,0000X E HUBBARD ST,MOTOR VEHICLE THEFT,STREET,False,2018
1/31/2018 19:30,111XX S DRAKE AVE,ASSAULT,SIDEWALK,False,2018
1/31/2018 11:30,037XX N TROY ST,OFFENSE INVOLVING CHILDREN,APARTMENT,False,2018
1/31/2018 21:00,026XX S DRAKE AVE,CRIMINAL DAMAGE,RESIDENCE,False,2018
1/31/2018 21:37,060XX S DAMEN AVE,CRIMINAL TRESPASS,ALLEY,False,2018
1/26/2018 19:00,017XX W 66TH ST,MOTOR VEHICLE THEFT,STREET,True,2018
1/28/2018 1:13,056XX S ADA ST,ASSAULT,RESIDENCE,False,2018
1/31/2018 20:18,064XX S MINERVA AVE,THEFT,STREET,False,2018
1/31/2018 12:45,060XX S WESTERN AVE,ASSAULT,"SCHOOL, PUBLIC, BUILDING",False,2018
1/29/2018 10:00,007XX N MONTICELLO AVE,DECEPTIVE PRACTICE,DAY CARE CENTER,False,2018
1/31/2018 15:30,047XX W BELMONT AVE,BATTERY,SIDEWALK,False,2018
1/31/2018 18:00,029XX S POPLAR AVE,SEX OFFENSE,PARK PROPERTY,False,2018
1/31/2018 18:30,011XX W 47TH ST,BATTERY,STREET,False,2018
1/31/2018 19:10,032XX S ARCHER AVE,ASSAULT,STREET,False,2018
1/30/2018 6:45,041XX N KEELER AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
1/27/2018 8:00,081XX S DREXEL AVE,CRIMINAL DAMAGE,STREET,False,2018
1/31/2018 11:00,071XX S COLES AVE,ASSAULT,RESIDENCE PORCH/HALLWAY,False,2018
1/29/2018 8:00,028XX S CALIFORNIA BLVD,DECEPTIVE PRACTICE,HOSPITAL BUILDING/GROUNDS,False,2018
1/31/2018 19:00,011XX S CANAL ST,THEFT,SMALL RETAIL STORE,False,2018
1/30/2018 22:00,097XX S EWING AVE,BURGLARY,APARTMENT,False,2018
2/1/2018 0:03,008XX N LEAMINGTON AVE,OTHER OFFENSE,STREET,False,2018
1/31/2018 9:00,013XX W GREENLEAF AVE,THEFT,RESIDENCE,False,2018
2/1/2018 7:11,009XX N MICHIGAN AVE,CRIMINAL TRESPASS,HOTEL/MOTEL,True,2018
2/1/2018 9:00,030XX W 63RD ST,THEFT,GAS STATION,False,2018
2/1/2018 13:25,012XX W 80TH ST,ROBBERY,STREET,False,2018
2/1/2018 15:50,118XX S WALLACE ST,BATTERY,RESIDENCE,True,2018
2/1/2018 12:45,046XX N ELSTON AVE,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
2/1/2018 19:00,034XX W DOUGLAS BLVD,MOTOR VEHICLE THEFT,STREET,False,2018
2/1/2018 16:00,003XX S WESTERN AVE,BATTERY,RESTAURANT,False,2018
2/1/2018 8:00,002XX W 31ST ST,OTHER OFFENSE,RESIDENCE,False,2018
2/1/2018 21:07,059XX S KEDZIE AVE,BATTERY,RESIDENCE,False,2018
2/1/2018 21:31,064XX S HALSTED ST,NARCOTICS,STREET,True,2018
2/1/2018 19:00,083XX S SCOTTSDALE AVE,CRIMINAL DAMAGE,STREET,False,2018
2/1/2018 7:00,065XX S MOZART ST,THEFT,STREET,False,2018
2/1/2018 19:00,002XX W 95TH ST,OTHER OFFENSE,STREET,False,2018
2/1/2018 23:00,053XX N KIMBALL AVE,THEFT,STREET,False,2018
2/1/2018 14:00,028XX W 21ST ST,THEFT,RESIDENCE,False,2018
2/1/2018 11:00,023XX W MADISON ST,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),False,2018
2/1/2018 22:00,048XX N SHERIDAN RD,CRIMINAL DAMAGE,OTHER,False,2018
2/1/2018 22:00,050XX W GLADYS AVE,THEFT,RESIDENCE,False,2018
2/1/2018 9:00,004XX N RIDGEWAY AVE,BURGLARY,RESIDENCE-GARAGE,False,2018
2/1/2018 11:00,004XX N ASHLAND AVE,DECEPTIVE PRACTICE,APARTMENT,False,2018
2/1/2018 23:00,015XX W FULTON ST,THEFT,STREET,False,2018
2/1/2018 14:00,008XX E 55TH ST,CRIMINAL DAMAGE,STREET,False,2018
2/1/2018 14:00,004XX S FRANKLIN ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),False,2018
2/1/2018 18:25,005XX N RACINE AVE,THEFT,RESIDENCE,False,2018
2/1/2018 14:00,028XX N KOLMAR AVE,OTHER OFFENSE,RESIDENCE,False,2018
2/1/2018 21:30,054XX S RIDGEWAY AVE,OTHER OFFENSE,STREET,False,2018
2/1/2018 10:00,009XX N LOCKWOOD AVE,THEFT,STREET,False,2018
1/5/2018 12:00,036XX S EMERALD AVE,DECEPTIVE PRACTICE,RESIDENCE,False,2018
1/25/2018 10:00,055XX W PARKER AVE,DECEPTIVE PRACTICE,RESIDENCE,False,2018
