ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11226654,JB138640,2/2/2018 12:10,0000X S CICERO AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,TRUE,FALSE,1533,15,28,25,26,1144394,1899486,2018,5/4/2018 15:51,41.88020685,-87.74526584,"(41.880206849, -87.745265835)"
11226693,JB144682,1/8/2018 10:00,001XX W DIVISION ST,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1824,18,42,8,6,1175156,1908348,2018,5/4/2018 15:51,41.9038907,-87.63204572,"(41.903890702, -87.632045722)"
11226947,JB146675,2/3/2018 18:30,036XX S LAKE PARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,212,2,4,36,11,1182220,1881279,2018,5/4/2018 15:51,41.82945059,-87.60693965,"(41.829450586, -87.606939648)"
11226958,JB146694,1/19/2018 0:20,0000X W C9 ST,890,THEFT,FROM BUILDING,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,FALSE,FALSE,1651,16,41,76,6,1099249,1934529,2018,5/4/2018 15:51,41.97709993,-87.91040364,"(41.977099933, -87.910403643)"
11227023,JB146853,2/2/2018 15:00,002XX N LA SALLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,122,1,42,32,11,1175098,1901792,2018,5/4/2018 15:51,41.88590199,-87.63245549,"(41.885901992, -87.632455489)"
23806,JB138832,2/3/2018 5:21,004XX S PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1132,11,24,26,01A,1149796,1897641,2018,3/18/2019 16:08,41.87504068,-87.7254781,"(41.875040676, -87.725478099)"
23807,JB139392,2/3/2018 4:22,001XX E 119TH PL,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,532,5,9,53,01A,1179224,1825756,2018,3/18/2019 16:08,41.6771582,-87.61962167,"(41.677158203, -87.619621673)"
23808,JB139690,2/3/2018 12:34,077XX S YATES BLVD,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,TRUE,FALSE,414,4,7,43,01A,1193541,1854151,2018,3/18/2019 16:08,41.7547395,-87.56629204,"(41.754739502, -87.56629204)"
23809,JB140367,2/3/2018 21:03,024XX W 63RD ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,825,8,15,66,01A,1160989,1862809,2018,3/18/2019 16:08,41.77923279,-87.68534647,"(41.779232785, -87.685346466)"
23817,JB101973,1/12/2018 7:00,033XX N MARSHFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,YMCA,TRUE,FALSE,1922,19,44,6,01A,1164729,1922247,2018,3/18/2019 16:08,41.94225793,-87.66995149,"(41.942257928, -87.669951491)"
11192212,JB100020,1/1/2018 0:10,028XX N NATCHEZ AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,ALLEY,FALSE,FALSE,2511,25,36,19,15,1132592,1918227,2018,5/4/2018 15:51,41.93184831,-87.78816484,"(41.931848306, -87.78816484)"
11195026,JB100563,1/1/2018 12:00,057XX N MANTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1622,16,45,11,08B,1137640,1938190,2018,5/4/2018 15:51,41.98653909,-87.76913088,"(41.986539089, -87.769130877)"
11197453,JB102096,1/1/2018 4:00,061XX S WOODLAWN AVE,498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,FALSE,TRUE,314,3,20,42,04B,1185269,1864623,2018,5/4/2018 15:51,41.78367401,-87.59627718,"(41.783674009, -87.596277178)"
23757,JB100159,1/1/2018 2:46,039XX W CORNELIA AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1732,17,30,21,01A,1149289,1922972,2018,3/18/2019 16:08,41.94456125,-87.72668181,"(41.944561251, -87.726681812)"
23758,JB100522,1/1/2018 11:33,026XX N HAMPDEN CT,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,1935,19,43,7,01A,1172664,1917743,2018,3/18/2019 16:08,41.92972657,-87.64092074,"(41.929726567, -87.64092074)"
23759,JB100839,1/1/2018 18:27,047XX S PRINCETON AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,935,9,3,37,01A,1175089,1873464,2018,3/18/2019 16:08,41.808168,-87.63333646,"(41.808168003, -87.633336457)"
11193631,JB102174,1/2/2018 12:30,0000X N LA SALLE ST,870,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,122,1,42,32,6,,,2018,1/9/2018 15:50,,,
11194525,JB103289,1/2/2018 18:00,032XX N HOYNE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1921,19,32,5,6,,,2018,1/9/2018 15:50,,,
11194452,JB103159,1/3/2018 8:40,057XX S Cicero Ave,890,THEFT,FROM BUILDING,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,FALSE,FALSE,813,8,23,56,6,,,2018,1/10/2018 15:51,,,
11194550,JB103428,1/3/2018 14:00,002XX E ONTARIO ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,,,2018,1/10/2018 15:51,,,
11197325,JB103498,1/3/2018 20:25,008XX N LAWNDALE AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,1112,11,27,23,3,1151565,1905401,2018,5/4/2018 15:51,41.89630037,-87.71877897,"(41.89630037, -87.718778965)"
11194698,JB103637,1/4/2018 0:01,009XX S INDEPENDENCE BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1133,11,24,29,08B,1151402,1895640,2018,5/4/2018 15:51,41.86951835,-87.71963401,"(41.869518347, -87.719634007)"
11195466,JB104556,1/4/2018 16:00,006XX N LATROBE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,1524,15,28,25,11,,,2018,1/11/2018 15:52,,,
11196361,JB105295,1/4/2018 19:35,0000X W MONROE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,112,1,42,32,6,,,2018,1/11/2018 15:52,,,
11196363,JB105574,1/4/2018 10:35,019XX W PATTERSON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1922,19,47,5,11,,,2018,1/17/2018 15:54,,,
11195665,JB104889,1/5/2018 0:40,003XX E OHIO ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1178936,1904276,2018,5/4/2018 15:51,41.89263132,-87.6182857,"(41.892631323, -87.6182857)"
11201696,JB112472,1/3/2018 9:00,001XX N LA SALLE ST,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,122,1,42,32,6,,,2018,1/12/2018 15:58,,,
23762,JB105277,1/6/2018 12:54,015XX E 62ND ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,314,3,5,42,01A,1187318,1864355,2018,3/18/2019 16:08,41.78289015,-87.58877343,"(41.782890153, -87.588773433)"
23765,JB106545,1/6/2018 13:20,072XX S MAY ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,733,7,6,68,01A,1169907,1856694,2018,3/19/2019 16:11,41.76226341,-87.65282951,"(41.762263405, -87.652829514)"
11199708,JB110140,1/7/2018 16:00,104XX S WESTERN AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2211,22,19,72,6,,,2018,1/14/2018 15:51,,,
11200649,JB111405,1/7/2018 13:15,0000X W M17 ST,820,THEFT,$500 AND UNDER,AIRCRAFT,FALSE,FALSE,1655,16,41,76,6,,,2018,1/14/2018 15:51,,,
23767,JB107731,1/7/2018 16:37,007XX N CHRISTIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1121,11,27,23,01A,1153907,1904830,2018,3/18/2019 16:08,41.89468714,-87.71019243,"(41.894687135, -87.710192429)"
11204269,JB110542,1/9/2018 22:34,025XX W PETERSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,FALSE,2413,24,50,2,14,1158489,1939773,2018,5/4/2018 15:51,41.99048042,-87.69240442,"(41.990480416, -87.692404416)"
11197020,JB106861,1/6/2018 16:00,052XX N MC VICKER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,11,14,1134821,1934536,2018,5/4/2018 15:51,41.97656268,-87.7795862,"(41.97656268, -87.779586197)"
11199712,JB110147,1/8/2018 23:30,002XX N Columbus Dr,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,114,1,42,32,6,,,2018,1/15/2018 15:54,,,
11203814,JB115864,1/7/2018 23:00,043XX W SHAKESPEARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2522,25,30,20,14,1147121,1913937,2018,5/4/2018 15:51,41.91981022,-87.73488234,"(41.919810219, -87.734882342)"
11204217,JB110528,1/9/2018 21:45,001XX W 95TH ST,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,FALSE,634,6,21,49,3,1177048,1841963,2018,5/4/2018 15:51,41.72168173,-87.6271,"(41.721681725, -87.627099997)"
11200652,JB111355,1/9/2018 12:30,025XX N ROCKWELL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,1431,14,35,22,11,,,2018,1/16/2018 16:04,,,
11200656,JB111551,1/9/2018 17:50,046XX S HALSTED ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,925,9,11,61,6,,,2018,1/16/2018 16:04,,,
11200685,JB110486,1/9/2018 8:20,006XX S STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,123,1,2,32,6,,,2018,1/16/2018 16:04,,,
11202550,JB114066,1/9/2018 13:30,026XX N CLYBOURN AVE,870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,FALSE,FALSE,1931,19,32,7,6,,,2018,1/16/2018 16:04,,,
11204915,JB117094,1/2/2018 18:00,007XX S CLAREMONT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1225,12,2,28,6,,,2018,1/16/2018 16:04,,,
11205158,JB117599,1/9/2018 23:00,028XX S DR MARTIN LUTHER KING JR DR,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,133,1,4,35,6,1179378,1886082,2018,5/4/2018 15:51,41.84269583,-87.61721984,"(41.842695834, -87.61721984)"
23768,JB109411,1/9/2018 4:08,015XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,FALSE,FALSE,713,7,16,67,01A,1166851,1868115,2018,3/18/2019 16:08,41.79366988,-87.66370422,"(41.793669876, -87.66370422)"
23772,JB110393,1/9/2018 20:36,051XX W ADAMS ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1533,15,28,25,01A,1142053,1898843,2018,3/18/2019 16:08,41.87848607,-87.75387777,"(41.878486072, -87.753877774)"
11200648,JB111369,1/10/2018 12:40,013XX N MOHAWK ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1821,18,43,8,6,,,2018,1/17/2018 15:56,,,
11203659,JB111796,1/10/2018 23:18,067XX S ASHLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,725,7,15,67,08B,1166831,1860122,2018,5/4/2018 15:51,41.77173651,-87.66400571,"(41.771736514, -87.66400571)"
11205729,JB117617,1/9/2018 13:00,006XX N PEORIA ST,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1214,12,27,24,6,,,2018,1/17/2018 15:56,,,
11205732,JB117610,1/2/2018 19:10,018XX W LAWRENCE AVE,870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,FALSE,FALSE,2032,20,47,4,6,,,2018,1/17/2018 15:56,,,
23771,JB109877,1/10/2018 3:03,133XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,533,5,9,54,01A,1180829,1816902,2018,3/18/2019 16:08,41.65282485,-87.61401743,"(41.652824848, -87.614017425)"
23774,JB110632,1/10/2018 3:18,013XX N LOREL AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,2532,25,37,25,01A,1140394,1908422,2018,3/18/2019 16:08,41.9048026,-87.75973423,"(41.904802597, -87.75973423)"
11200876,JB111828,1/11/2018 0:12,051XX W MADISON ST,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,1533,15,28,25,08A,1142285,1899542,2018,5/4/2018 15:51,41.88039991,-87.75300855,"(41.880399914, -87.753008553)"
11200902,JB111839,1/11/2018 0:30,012XX N CLEVELAND AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1821,18,27,8,6,1172705,1908705,2018,5/4/2018 15:51,41.90492496,-87.64103818,"(41.90492496, -87.641038178)"
23770,JB110156,1/9/2018 17:22,019XX N ALBANY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1421,14,35,22,01A,1155202,1912541,2018,3/18/2019 16:08,41.9158209,-87.70522887,"(41.915820895, -87.705228873)"
23773,JB111912,1/11/2018 5:51,049XX S CICERO AVE,110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,TRUE,FALSE,815,8,23,56,01A,1145196,1871375,2018,3/18/2019 16:08,41.80305126,-87.74303038,"(41.803051264, -87.743030382)"
23775,JB112212,1/11/2018 12:07,053XX W RACE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1523,15,37,25,01A,1140682,1903038,2018,3/18/2019 16:08,41.89002297,-87.75880874,"(41.890022969, -87.758808744)"
11204921,JB117040,1/12/2018 19:05,053XX N BROADWAY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,2023,20,48,77,11,,,2018,1/19/2018 15:52,,,
11204525,JB116314,1/13/2018 11:30,038XX W 26TH ST,810,THEFT,OVER $500,OTHER,FALSE,FALSE,1013,10,22,30,6,1151008,1886444,2018,5/4/2018 15:51,41.84429114,-87.72132115,"(41.84429114, -87.721321145)"
11204762,JB117059,1/13/2018 12:00,108XX S WABASH AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,FALSE,TRUE,513,5,9,49,26,1178502,1833014,2018,5/4/2018 15:51,41.6970916,-87.62204504,"(41.6970916, -87.622045042)"
11208485,JB122187,1/7/2018 12:00,008XX W AINSLIE ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2024,20,48,3,6,,,2018,1/20/2018 15:56,,,
11208513,JB122228,1/13/2018 23:45,019XX W cortland st,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1434,14,32,22,6,,,2018,1/20/2018 15:56,,,
11204778,JB117218,1/14/2018 22:00,044XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,215,2,3,38,14,1178341,1875670,2018,5/4/2018 15:51,41.81414816,-87.62134198,"(41.814148155, -87.621341978)"
11206633,JB119511,1/14/2018 20:00,012XX N LA SALLE DR,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1821,18,42,8,6,,,2018,1/21/2018 15:47,,,
11208497,JB121135,1/14/2018 10:30,029XX N KOSTNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,FALSE,FALSE,2523,25,31,20,11,,,2018,1/21/2018 15:47,,,
11206219,JB119142,1/14/2018 19:49,039XX W FERDINAND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1122,11,27,23,26,1150158,1903052,2018,5/4/2018 15:51,41.88988201,-87.72400791,"(41.889882009, -87.724007914)"
11209292,JB123498,1/13/2018 9:00,058XX N KENMORE AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2022,20,48,77,6,,,2018,1/21/2018 15:47,,,
11192743,JB100863,1/1/2018 17:00,045XX S CHAMPLAIN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,221,2,3,38,7,1181464,1875157,2018,5/4/2018 15:51,41.81266887,-87.60990247,"(41.812668867, -87.609902474)"
11193722,JB102191,1/2/2018 19:35,066XX S KENWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,321,3,5,42,15,1186212,1861145,2018,5/4/2018 15:51,41.77410785,-87.59292964,"(41.774107849, -87.592929644)"
11194076,JB102739,1/3/2018 11:30,064XX S HONORE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,726,7,15,67,08B,1165119,1861989,2018,5/4/2018 15:51,41.7768962,-87.67022859,"(41.776896199, -87.670228592)"
11195028,JB103744,1/4/2018 1:00,062XX W TOUHY AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1621,16,41,12,5,1133686,1947444,2018,5/4/2018 15:51,42.01200338,-87.78345533,"(42.012003379, -87.783455331)"
11195821,JB105052,1/5/2018 8:31,031XX W JACKSON BLVD,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,1124,11,28,27,26,1155674,1898523,2018,5/4/2018 15:51,41.87734472,-87.70387262,"(41.877344716, -87.703872623)"
11196070,JB105329,1/5/2018 12:08,073XX N SHERIDAN RD,1570,SEX OFFENSE,PUBLIC INDECENCY,HOTEL/MOTEL,TRUE,FALSE,2423,24,49,1,17,1166081,1948481,2018,5/4/2018 15:51,42.01421603,-87.66422914,"(42.014216031, -87.664229139)"
11196143,JB105509,1/5/2018 9:00,087XX W BRYN MAWR AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1614,16,41,76,26,1117108,1936035,2018,5/4/2018 15:51,41.98097183,-87.84469449,"(41.980971834, -87.844694489)"
11196229,JB105549,1/5/2018 14:00,076XX S COLFAX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,421,4,7,43,14,1194850,1854785,2018,5/4/2018 15:51,41.75644712,-87.56147419,"(41.756447121, -87.561474191)"
11196269,JB105663,1/5/2018 13:40,040XX W 16TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1012,10,24,29,18,1149897,1891748,2018,5/4/2018 15:51,41.85886763,-87.72526053,"(41.85886763, -87.725260526)"
11196288,JB105826,1/5/2018 6:29,018XX S TROY ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1022,10,24,29,11,1155649,1890855,2018,5/4/2018 15:51,41.85630341,-87.70417076,"(41.856303412, -87.704170763)"
11196322,JB105790,1/5/2018 17:50,020XX W 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,611,6,18,71,08B,1164235,1852263,2018,5/4/2018 15:51,41.75022536,-87.67374272,"(41.750225359, -87.673742724)"
11196405,JB105917,1/5/2018 10:30,022XX N CLYBOURN AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1811,18,32,7,08A,1165715,1915288,2018,5/4/2018 15:51,41.92314106,-87.66652644,"(41.923141058, -87.666526442)"
11196544,JB106011,1/5/2018 22:30,053XX W CHICAGO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,1524,15,37,25,08B,1140789,1904819,2018,5/4/2018 15:51,41.89490828,-87.75837196,"(41.894908283, -87.758371958)"
11196650,JB106199,1/6/2018 4:00,019XX N SEDGWICK ST,031A,ROBBERY,ARMED: HANDGUN,BAR OR TAVERN,FALSE,FALSE,1814,18,43,7,3,1173282,1913211,2018,5/4/2018 15:51,41.91727685,-87.63878467,"(41.917276847, -87.638784669)"
11196851,JB105225,1/5/2018 11:23,019XX W 79TH ST,331,ROBBERY,ATTEMPT: AGGRAVATED,RESTAURANT,FALSE,FALSE,611,6,18,71,3,1164980,1852281,2018,5/4/2018 15:51,41.75025905,-87.67101219,"(41.750259049, -87.671012192)"
11197007,JB104555,1/4/2018 17:45,010XX E 53RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,233,2,5,41,08B,1184134,1870351,2018,5/4/2018 15:51,41.79941874,-87.60025937,"(41.799418741, -87.600259366)"
11197124,JB106519,1/4/2018 11:01,008XX W BELMONT AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1933,19,44,6,6,1169873,1921448,2018,5/4/2018 15:51,41.93995464,-87.65106848,"(41.939954643, -87.651068478)"
11197129,JB106851,1/4/2018 15:25,001XX W DIVISION ST,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1821,18,42,8,6,1175207,1908349,2018,5/4/2018 15:51,41.9038923,-87.63185836,"(41.903892302, -87.631858359)"
11197425,JB107362,1/5/2018 1:00,053XX S HOYNE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,932,9,16,61,6,1163271,1869076,2018,5/4/2018 15:51,41.79638275,-87.67680494,"(41.796382753, -87.676804941)"
11197630,JB107644,1/5/2018 17:36,011XX S CANAL ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,124,1,2,28,6,1173303,1895451,2018,5/4/2018 15:51,41.86854191,-87.63923536,"(41.868541914, -87.639235361)"
11197723,JB107834,1/3/2018 15:00,014XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,934,9,16,61,6,1167768,1868278,2018,5/4/2018 15:51,41.79409752,-87.66033697,"(41.794097517, -87.660336968)"
11197806,JB107865,1/4/2018 17:39,013XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1433,14,1,24,6,1165480,1909088,2018,5/4/2018 15:51,41.90613288,-87.66756675,"(41.906132875, -87.667566751)"
11198244,JB108382,1/3/2018 12:00,017XX S STATE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,131,1,3,33,11,1176607,1891853,2018,5/4/2018 15:51,41.85859482,-87.62721443,"(41.858594819, -87.627214427)"
11198313,JB105089,1/5/2018 8:30,016XX S MILLARD AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,1014,10,24,29,3,1152308,1891622,2018,5/4/2018 15:51,41.85847467,-87.71641381,"(41.858474674, -87.716413812)"
11198549,JB108863,1/5/2018 13:45,062XX S WESTERN AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,825,8,15,66,04B,1161445,1863159,2018,5/4/2018 15:51,41.78018379,-87.68366502,"(41.780183792, -87.68366502)"
11198731,JB109066,1/4/2018 15:40,039XX W School St,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1732,17,30,21,6,1149681,1921655,2018,5/4/2018 15:51,41.94093967,-87.72527531,"(41.940939674, -87.725275312)"
11199014,JB108538,1/5/2018 11:30,022XX S MILLARD AVE,810,THEFT,OVER $500,OTHER,FALSE,FALSE,1013,10,22,30,6,1152385,1888925,2018,5/4/2018 15:51,41.85107227,-87.71620232,"(41.851072268, -87.716202322)"
11199151,JB104901,1/5/2018 1:11,067XX S ELIZABETH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,724,7,17,67,08B,1169153,1860016,2018,5/4/2018 15:51,41.77139573,-87.65549707,"(41.771395732, -87.655497073)"
11199164,JB109652,1/4/2018 15:00,107XX S MORGAN ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,FALSE,FALSE,2234,22,34,75,10,1171554,1833694,2018,5/4/2018 15:51,41.69911227,-87.64746477,"(41.699112266, -87.647464766)"
11199238,JB109663,1/4/2018 11:00,080XX S HOUSTON AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,422,4,7,46,10,1197891,1852057,2018,5/4/2018 15:51,41.74888589,-87.55042075,"(41.748885887, -87.550420751)"
11199676,JB110360,1/7/2018 17:00,014XX W 92ND ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2222,22,21,73,6,1168160,1843731,2018,5/4/2018 15:51,41.72672886,-87.6596045,"(41.726728857, -87.659604495)"
11199990,JB110646,1/1/2018 8:00,054XX S MELVINA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,811,8,23,56,26,1135961,1867986,2018,5/4/2018 15:51,41.79392031,-87.77698052,"(41.793920306, -87.776980524)"
11200234,JB111010,1/10/2018 1:00,065XX N HOYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2412,24,50,2,14,1161117,1943267,2018,5/4/2018 15:51,42.00001369,-87.6826404,"(42.000013691, -87.682640398)"
11200562,JB111410,1/1/2018 5:30,064XX W DIVERSEY AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2511,25,36,19,3,1132847,1917907,2018,5/4/2018 15:51,41.93096574,-87.78723523,"(41.930965735, -87.787235226)"
11200581,JB111471,1/4/2018 20:00,009XX N MICHIGAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,1833,18,42,8,26,1177306,1907077,2018,5/4/2018 15:51,41.90035452,-87.62418693,"(41.900354519, -87.624186934)"
11201007,JB105805,1/3/2018 19:00,017XX W HARRISON ST,810,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1231,12,2,28,6,1164863,1897422,2018,5/4/2018 15:51,41.87413359,-87.67016442,"(41.874133594, -87.670164416)"
11201184,JB112075,1/4/2018 12:00,031XX N ASHLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1931,19,32,6,11,1165101,1920911,2018,5/4/2018 15:51,41.93858397,-87.66862231,"(41.938583967, -87.668622306)"
11201304,JB112408,1/9/2018 16:00,002XX W 105TH PL,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,512,5,34,49,5,1176453,1834980,2018,5/4/2018 15:51,41.70253278,-87.62948845,"(41.702532778, -87.629488445)"
11201464,JB112639,1/2/2018 18:48,018XX W JACKSON BLVD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,FALSE,FALSE,1225,12,2,28,10,1164282,1898657,2018,5/4/2018 15:51,41.87753484,-87.67226265,"(41.877534837, -87.672262652)"
